provider,service,region,pricing_model,currency,product_family,instance_type,operating_system,tenancy,term_length_years,vcpu_count,memory_gb,storage_type,domain_label,price_unit,effective_price_per_hour,is_all_upfront,is_partial_upfront,is_no_upfront,effective_date
aws,AmazonEC2,eu-south-2,,US Dollar,Storage optimized,i3.2xlarge,Windows,Shared,,8,61.00,,iaas,,0.688000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-1,,US Dollar,GPU instance,g3s.xlarge,Red Hat Enterprise Linux with HA,Dedicated,,4,30.50,,iaas,,1.176000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Memory optimized,u7i-8tb.112xlarge,RHEL,Dedicated,,448,8192.00,,iaas,,156.398580,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Storage optimized,i7ie.3xlarge,Linux,Dedicated,,12,96.00,,iaas,,2.135700,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Storage optimized,i7i.2xlarge,Linux,Host,,8,64.00,,iaas,,0.253100,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,General purpose,m7i.2xlarge,Linux,Shared,,8,32.00,,iaas,,1.426200,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.079000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.071222,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.163000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.086000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.141113,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.169062,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.065480,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.148000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.071000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.079284,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.156970,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.066000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,,2,16.00,,iaas,,0.214000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.127690,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.176000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,3.00,2,16.00,,iaas,,0.135000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ca-central-1,,US Dollar,Memory optimized,r5.large,Linux,Dedicated,1.00,2,16.00,,iaas,,0.085444,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Compute optimized,c4.8xlarge,Red Hat Enterprise Linux with HA,Dedicated,,36,60.00,,iaas,,2.797000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Compute optimized,c5d.4xlarge,Windows,Shared,,16,32.00,,iaas,,1.926000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Compute optimized,c8gd.metal-48xl,Ubuntu Pro,Dedicated,,192,384.00,,iaas,,11.602560,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Memory optimized,r7a.32xlarge,Windows,Shared,,128,1024.00,,iaas,,8.000600,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Memory optimized,r7a.32xlarge,Windows,Shared,,128,1024.00,,iaas,,10.896640,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,General purpose,m6i.xlarge,Windows,Dedicated,,4,16.00,,iaas,,0.462800,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-gov-west-1,,US Dollar,Compute optimized,c5d.xlarge,Red Hat Enterprise Linux with HA,Dedicated,,4,8.00,,iaas,,0.854000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-1,,US Dollar,General purpose,m6idn.32xlarge,Ubuntu Pro,Dedicated,,128,512.00,,iaas,,11.964160,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-1,,US Dollar,General purpose,m7gd.medium,Ubuntu Pro,Dedicated,,1,4.00,,iaas,,0.068400,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.192000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.173892,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.392000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.205000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.344817,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.406000,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.161343,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,,4,32.00,,iaas,,0.234900,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.360000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.174000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.191535,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.379420,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.161000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,,4,32.00,,iaas,,0.504000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.315461,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.421000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,3.00,4,32.00,,iaas,,0.333000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-4,,US Dollar,Memory optimized,r5.xlarge,Windows,Dedicated,1.00,4,32.00,,iaas,,0.205111,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-1,,US Dollar,General purpose,m6i.12xlarge,RHEL,Dedicated,,48,192.00,,iaas,,9.235200,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,0.477000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.385505,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,0.986000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,0.525000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.761959,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,1.034565,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.355730,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.808000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.386000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,0.476728,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,0.940794,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.356000,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,,8,64.00,,iaas,,1.294000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.687885,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,1.086000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,8,64.00,,iaas,,0.743000,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,ap-southeast-5,,US Dollar,Storage optimized,i3en.2xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,8,64.00,,iaas,,0.524641,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Compute optimized,c7a.24xlarge,Ubuntu Pro,Dedicated,,96,192.00,,iaas,,6.607490,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Compute optimized,c6i.12xlarge,Windows,Shared,,48,96.00,,iaas,,4.632000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,af-south-1,,US Dollar,Memory optimized,x2iedn.16xlarge,Windows,Shared,,64,2048.00,,iaas,,4.848800,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,af-south-1,,US Dollar,Memory optimized,x2iedn.16xlarge,Windows,Shared,,64,2048.00,,iaas,,19.048000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Memory optimized,r5.12xlarge,Windows,Shared,,48,384.00,,iaas,,5.592000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Shared,,16,128.00,,iaas,,0.906700,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Shared,,16,128.00,,iaas,,1.419600,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,General purpose,t4g.micro,RHEL,Shared,,2,1.00,,iaas,,0.038200,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.717270,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.633280,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,7.469470,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.750540,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,7.255875,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,7.480607,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.598372,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,7.314390,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.635780,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.714693,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,7.415469,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.600850,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,,16,128.00,,iaas,,7.844800,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,7.168834,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,7.539330,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,7.238950,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-east-2,,US Dollar,Memory optimized,r6i.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.748004,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,General purpose,m7i-flex.large,Windows,Shared,,2,8.00,,iaas,,0.261730,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-west-2,,US Dollar,Compute optimized,c6a.48xlarge,RHEL,Dedicated,,192,384.00,,iaas,,10.569600,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Compute optimized,c6in.2xlarge,Windows,Shared,,8,16.00,,iaas,,0.512000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,1.726200,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,1.643357,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.492220,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,1.787690,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.274051,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.554529,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,1.593125,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.339570,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,1.644470,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,1.725074,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.434063,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,1.594200,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,,16,128.00,,iaas,,3.986560,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.154308,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,3.621350,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,3.00,16,128.00,,iaas,,3.230990,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,Memory optimized,r6id.4xlarge,Windows,Dedicated,1.00,16,128.00,,iaas,,1.786448,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Compute optimized,c7i.48xlarge,Red Hat Enterprise Linux with HA,Dedicated,,192,384.00,,iaas,,36.091200,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Storage optimized,i7ie.6xlarge,Linux,Shared,,24,192.00,,iaas,,0.683300,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,eu-south-2,,US Dollar,Storage optimized,i7ie.6xlarge,Linux,Shared,,24,192.00,,iaas,,3.450000,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,1.670130,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,1.272910,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,3.507270,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,1.828200,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,2.494943,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,3.580767,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,1.114952,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,,48,384.00,,iaas,,1.828500,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,2.751410,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,1.273800,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,1.668948,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,3.271161,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,1.115730,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,,48,384.00,,iaas,,5.306400,False,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,2.096129,True,False,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,3.839220,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,3.00,48,384.00,,iaas,,2.409980,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,sa-east-1,,US Dollar,Memory optimized,r6i.12xlarge,Linux,Dedicated,1.00,48,384.00,,iaas,,1.826945,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,General purpose,m6i.12xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,48,192.00,,iaas,,6.639340,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,General purpose,m6i.12xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,48,192.00,,iaas,,3.551981,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,General purpose,m6i.12xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,48,192.00,,iaas,,7.598510,False,False,True,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,General purpose,m6i.12xlarge,Red Hat Enterprise Linux with HA,Dedicated,1.00,48,192.00,,iaas,,6.727660,False,True,False,2025-12-18 14:30:45.661528+00:00
aws,AmazonEC2,us-west-2,,US Dollar,General purpose,m6i.12xlarge,Red Hat Enterprise Linux with HA,Dedicated,3.00,48,192.00,,iaas,,7.080158,True,False,False,2025-12-18 14:30:45.661528+00:00
